timestamp,demand_mw,solar_capacity_factor,wind_capacity_factor
2021-01-04 10:00:00,8745.829,0.287482,0.265091
2021-01-04 11:00:00,8668.692,0.417339,0.26742
2021-01-04 12:00:00,8592.215,0.46627,0.273882
2021-01-04 13:00:00,8549.594,0.417339,0.283
2021-01-04 14:00:00,8567.699,0.287482,0.293054
2021-01-04 15:00:00,8666.566,0.123908,0.302313
2021-01-04 16:00:00,8847.435,0.002405,0.309268
2021-01-04 17:00:00,9073.237,0.0,0.312825
2021-01-04 18:00:00,9265.593,0.0,0.312456
2021-01-04 19:00:00,9339.001,0.0,0.308256
2021-01-04 20:00:00,9255.592,0.0,0.300929
2021-01-04 21:00:00,9052.156,0.0,0.291679
2021-01-04 22:00:00,8812.198,0.0,0.282042
2021-01-04 23:00:00,8610.301,0.0,0.273664
2021-01-05 00:00:00,7987.684,0.0,0.268434
2021-01-05 01:00:00,7834.092,0.0,0.266816
2021-01-05 02:00:00,7727.569,0.0,0.269849
2021-01-05 03:00:00,7718.944,0.0,0.277596
2021-01-05 04:00:00,7830.66,0.0,0.289489
2021-01-05 05:00:00,8040.189,0.0,0.304388
2021-01-05 06:00:00,8287.669,0.0,0.320728
2021-01-05 07:00:00,8503.213,0.0,0.336718
2021-01-05 08:00:00,8636.681,0.002712,0.350577
2021-01-05 09:00:00,8673.931,0.117734,0.360757
2021-01-05 10:00:00,8634.386,0.271475,0.366153
2021-01-05 11:00:00,8555.864,0.393334,0.366237
2021-01-05 12:00:00,8478.101,0.439225,0.361131
2021-01-05 13:00:00,8434.293,0.393334,0.351576
2021-01-05 14:00:00,8451.311,0.271475,0.338839
2021-01-05 15:00:00,8549.192,0.117734,0.324531
2021-01-05 16:00:00,8729.175,0.002712,0.310392
2021-01-05 17:00:00,8954.195,0.0,0.298058
2021-01-05 18:00:00,9145.872,0.0,0.288837
2021-01-05 19:00:00,9218.704,0.0,0.28354
2021-01-05 20:00:00,9134.823,0.0,0.282377
2021-01-05 21:00:00,8931.019,0.0,0.284927
2021-01-05 22:00:00,8690.798,0.0,0.290211
2021-01-05 23:00:00,8488.743,0.0,0.296825
2021-01-06 00:00:00,7865.819,0.0,0.303484
2021-01-06 01:00:00,7712.279,0.0,0.307888
2021-01-06 02:00:00,7605.914,0.0,0.308992
2021-01-06 03:00:00,7597.552,0.0,0.305848
2021-01-06 04:00:00,7709.636,0.0,0.298078
2021-01-06 05:00:00,7919.636,0.0,0.285943
2021-01-06 06:00:00,8167.692,0.0,0.270319
2021-01-06 07:00:00,8383.916,0.0,0.252588
2021-01-06 08:00:00,8518.167,0.002649,0.234466
2021-01-06 09:00:00,8556.302,0.098059,0.217783
2021-01-06 10:00:00,8517.743,0.224646,0.204245
2021-01-06 11:00:00,8440.309,0.324819,0.195219
2021-01-06 12:00:00,8363.733,0.362519,0.19155
2021-01-06 13:00:00,8321.211,0.324819,0.193464
2021-01-06 14:00:00,8339.612,0.224646,0.200541
2021-01-06 15:00:00,8438.974,0.098059,0.21178
2021-01-06 16:00:00,8620.533,0.002649,0.225738
2021-01-06 17:00:00,8847.222,0.0,0.24073
2021-01-06 18:00:00,9040.661,0.0,0.255061
2021-01-06 19:00:00,9115.346,0.0,0.267254
2021-01-06 20:00:00,9033.408,0.0,0.276248
2021-01-06 21:00:00,8831.635,0.0,0.281545
2021-01-06 22:00:00,8593.532,0.0,0.283269
2021-01-06 23:00:00,8393.678,0.0,0.282147
2021-01-07 00:00:00,7772.782,0.0,0.279723
2021-01-07 01:00:00,7621.606,0.0,0.276913
2021-01-07 02:00:00,7517.684,0.0,0.275696
2021-01-07 03:00:00,7511.841,0.0,0.277605
2021-01-07 04:00:00,7626.519,0.0,0.283832
2021-01-07 05:00:00,7839.185,0.0,0.295052
2021-01-07 06:00:00,8089.977,0.0,0.311321
2021-01-07 07:00:00,8309.004,0.0,0.332057
2021-01-07 08:00:00,8446.124,0.002572,0.356102
2021-01-07 09:00:00,8487.19,0.082019,0.381867
2021-01-07 10:00:00,8451.623,0.186634,0.407535
2021-01-07 11:00:00,8377.238,0.269277,0.431287
2021-01-07 12:00:00,8303.768,0.30036,0.45154
2021-01-07 13:00:00,8264.403,0.269277,0.467146
2021-01-07 14:00:00,8286.012,0.186634,0.47753
2021-01-07 15:00:00,8388.628,0.082019,0.482764
2021-01-07 16:00:00,8573.485,0.002572,0.483538
2021-01-07 17:00:00,8803.515,0.0,0.481062
2021-01-07 18:00:00,9000.334,0.0,0.47689
2021-01-07 19:00:00,9078.435,0.0,0.472705
2021-01-07 20:00:00,8999.945,0.0,0.470084
2021-01-07 21:00:00,8801.65,0.0,0.470277
2021-01-07 22:00:00,8567.053,0.0,0.474038
2021-01-07 23:00:00,8370.729,0.0,0.481518
2021-01-08 00:00:00,7753.129,0.0,0.492538
2021-01-08 01:00:00,7605.523,0.0,0.505479
2021-01-08 02:00:00,7505.186,0.0,0.519183
2021-01-08 03:00:00,7502.94,0.0,0.531979
2021-01-08 04:00:00,7621.224,0.0,0.542208
2021-01-08 05:00:00,7837.503,0.0,0.54845
2021-01-08 06:00:00,8091.91,0.0,0.549723
2021-01-08 07:00:00,8314.553,0.0,0.545628
2021-01-08 08:00:00,8455.285,0.003017,0.536405
2021-01-08 09:00:00,8499.958,0.083682,0.522917
2021-01-08 10:00:00,8467.988,0.189086,0.506537
2021-01-08 11:00:00,8397.188,0.272203,0.488982
2021-01-08 12:00:00,8327.287,0.303443,0.472085
2021-01-08 13:00:00,8291.474,0.272203,0.457565
2021-01-08 14:00:00,8316.613,0.189086,0.446803
2021-01-08 15:00:00,8422.735,0.083682,0.44067
2021-01-08 16:00:00,8611.071,0.003017,0.439417
2021-01-08 17:00:00,8844.549,0.0,0.442658
2021-01-08 18:00:00,9044.783,0.0,0.449429
2021-01-08 19:00:00,9126.264,0.0,0.458329
2021-01-08 20:00:00,9051.115,0.0,0.467718
2021-01-08 21:00:00,8856.119,0.0,0.475949
2021-01-08 22:00:00,8624.776,0.0,0.481595
2021-01-08 23:00:00,8431.66,0.0,0.48365
2021-01-09 00:00:00,7380.812,0.0,0.481938
2021-01-09 01:00:00,7236.311,0.0,0.476097
2021-01-09 02:00:00,7139.023,0.0,0.46718
2021-01-09 03:00:00,7139.769,0.0,0.456465
2021-01-09 04:00:00,7260.985,0.0,0.445559
2021-01-09 05:00:00,7480.133,0.0,0.43617
2021-01-09 06:00:00,7737.343,0.0,0.429882
2021-01-09 07:00:00,7962.722,0.0,0.427931
2021-01-09 08:00:00,8106.12,0.003958,0.431034
2021-01-09 09:00:00,8153.386,0.096307,0.439286
2021-01-09 10:00:00,8123.936,0.216038,0.452135
2021-01-09 11:00:00,8055.579,0.310276,0.468455
2021-01-09 12:00:00,7988.042,0.345671,0.486681
2021-01-09 13:00:00,7954.513,0.310276,0.505013
2021-01-09 14:00:00,7981.853,0.216038,0.521647
2021-01-09 15:00:00,8090.091,0.096307,0.53501
2021-01-09 16:00:00,8280.459,0.003958,0.543955
2021-01-09 17:00:00,8515.88,0.0,0.547907
2021-01-09 18:00:00,8717.967,0.0,0.54693
2021-01-09 19:00:00,8801.21,0.0,0.541704
2021-01-09 20:00:00,8727.73,0.0,0.533423
2021-01-09 21:00:00,8534.31,0.0,0.523621
2021-01-09 22:00:00,8304.448,0.0,0.513959
2021-01-09 23:00:00,8112.715,0.0,0.505985
2021-01-10 00:00:00,7499.045,0.0,0.501169
2021-01-10 01:00:00,7355.73,0.0,0.499738
2021-01-10 02:00:00,7259.53,0.0,0.502058
2021-01-10 03:00:00,7261.263,0.0,0.507623
2021-01-10 04:00:00,7383.363,0.0,0.515365
2021-01-10 05:00:00,7603.294,0.0,0.523799
2021-01-10 06:00:00,7861.184,0.0,0.531223
2021-01-10 07:00:00,8087.138,0.0,0.535944
2021-01-10 08:00:00,8231.009,0.004863,0.536512
2021-01-10 09:00:00,8278.643,0.104586,0.531919
2021-01-10 10:00:00,8249.455,0.232856,0.52174
2021-01-10 11:00:00,8181.255,0.333621,0.506197
2021-01-10 12:00:00,8113.771,0.37144,0.486132
2021-01-10 13:00:00,8080.189,0.333621,0.462911
2021-01-10 14:00:00,8107.371,0.232856,0.43824
2021-01-10 15:00:00,8215.347,0.104586,0.41395
2021-01-10 16:00:00,8405.347,0.004863,0.391763
2021-01-10 17:00:00,8640.296,0.0,0.373066
2021-01-10 18:00:00,8841.808,0.0,0.358744
2021-01-10 19:00:00,8924.37,0.0,0.349066
2021-01-10 20:00:00,8850.109,0.0,0.34367
2021-01-10 21:00:00,8655.804,0.0,0.341619
2021-01-10 22:00:00,8424.955,0.0,0.341545
2021-01-10 23:00:00,8232.135,0.0,0.341847
2021-01-11 00:00:00,8053.168,0.0,0.341143
2021-01-11 01:00:00,7908.568,0.0,0.337602
2021-01-11 02:00:00,7810.983,0.0,0.330493
2021-01-11 03:00:00,7811.236,0.0,0.319419
2021-01-11 04:00:00,7931.76,0.0,0.304614
2021-01-11 05:00:00,8150.021,0.0,0.286914
2021-01-11 06:00:00,8406.149,0.0,0.267655
2021-01-11 07:00:00,8630.251,0.0,0.248498
2021-01-11 08:00:00,8772.178,0.005633,0.231209
2021-01-11 09:00:00,8817.781,0.107838,0.217426
2021-01-11 10:00:00,8786.476,0.238252,0.208439
2021-01-11 11:00:00,8716.076,0.340496,0.205016
2021-01-11 12:00:00,8646.308,0.378841,0.2073
2021-01-11 13:00:00,8610.362,0.340496,0.214787
2021-01-11 14:00:00,8635.101,0.238252,0.226388
2021-01-11 15:00:00,8740.558,0.107838,0.240577
2021-01-11 16:00:00,8927.964,0.005633,0.255586
2021-01-11 17:00:00,9160.247,0.0,0.269638
2021-01-11 18:00:00,9359.023,0.0,0.28118
2021-01-11 19:00:00,9438.782,0.0,0.289081
2021-01-11 20:00:00,9361.651,0.0,0.292776
2021-01-11 21:00:00,9164.415,0.0,0.292331
2021-01-11 22:00:00,8930.574,0.0,0.288425
2021-01-11 23:00:00,8734.705,0.0,0.282241
2021-01-12 00:00:00,8116.227,0.0,0.275501
2021-01-12 01:00:00,7968.469,0.0,0.269442
2021-01-12 02:00:00,7867.678,0.0,0.265787
2021-01-12 03:00:00,7864.675,0.0,0.265727
2021-01-12 04:00:00,7981.901,0.0,0.269948
2021-01-12 05:00:00,8196.821,0.0,0.278526
2021-01-12 06:00:00,8449.57,0.0,0.290911
2021-01-12 07:00:00,8670.256,0.0,0.305987
2021-01-12 08:00:00,8808.735,0.006907,0.322217
2021-01-12 09:00:00,8850.859,0.118462,0.337844
2021-01-12 10:00:00,8816.048,0.259662,0.351121
2021-01-12 11:00:00,8742.118,0.370134,0.360542
2021-01-12 12:00:00,8668.799,0.411533,0.365041
2021-01-12 13:00:00,8629.283,0.370134,0.364137
2021-01-12 14:00:00,8650.437,0.259662,0.357994
2021-01-12 15:00:00,8752.296,0.118462,0.347404
2021-01-12 16:00:00,8936.096,0.006907,0.333675
2021-01-12 17:00:00,9164.767,0.0,0.318468
2021-01-12 18:00:00,9359.927,0.0,0.303565
2021-01-12 19:00:00,9436.071,0.0,0.290646
2021-01-12 20:00:00,9355.328,0.0,0.281059
2021-01-12 21:00:00,9154.485,0.0,0.275653
2021-01-12 22:00:00,8917.047,0.0,0.274671
2021-01-12 23:00:00,8717.592,0.0,0.277723
2021-01-13 00:00:00,8095.286,0.0,0.28403
2021-01-13 01:00:00,7943.977,0.0,0.291858
2021-01-13 02:00:00,7839.656,0.0,0.299771
2021-01-13 03:00:00,7833.148,0.0,0.306161
2021-01-13 04:00:00,7946.895,0.0,0.309648
2021-01-13 05:00:00,8158.366,0.0,0.30928
2021-01-13 06:00:00,8407.699,0.0,0.304673
2021-01-13 07:00:00,8625.006,0.0,0.296077
2021-01-13 08:00:00,8760.144,0.008946,0.284348
2021-01-13 09:00:00,8798.97,0.138267,0.270844
2021-01-13 10:00:00,8760.904,0.30063,0.257254
2021-01-13 11:00:00,8683.766,0.427391,0.245373
2021-01-13 12:00:00,8607.29,0.474857,0.23687
2021-01-13 13:00:00,8564.669,0.427391,0.233069
2021-01-13 14:00:00,8582.774,0.30063,0.234771
2021-01-13 15:00:00,8681.641,0.138267,0.242154
2021-01-13 16:00:00,8862.509,0.008946,0.254746
2021-01-13 17:00:00,9088.312,0.0,0.271495
2021-01-13 18:00:00,9280.668,0.0,0.290905
2021-01-13 19:00:00,9354.076,0.0,0.311237
2021-01-13 20:00:00,9270.667,0.0,0.330743
2021-01-13 21:00:00,9067.231,0.0,0.347893
2021-01-13 22:00:00,8827.273,0.0,0.361577
2021-01-13 23:00:00,8625.376,0.0,0.371247
2021-01-14 00:00:00,8000.448,0.0,0.377137
2021-01-14 01:00:00,7846.855,0.0,0.379622
2021-01-14 02:00:00,7740.332,0.0,0.380046
2021-01-14 03:00:00,7731.707,0.0,0.379926
2021-01-14 04:00:00,7843.423,0.0,0.380894
2021-01-14 05:00:00,8052.952,0.0,0.38446
2021-01-14 06:00:00,8300.432,0.0,0.391798
2021-01-14 07:00:00,8515.976,0.0,0.403569
2021-01-14 08:00:00,8649.445,0.010734,0.419825
2021-01-14 09:00:00,8686.695,0.150335,0.439981
2021-01-14 10:00:00,8647.149,0.32418,0.462886
2021-01-14 11:00:00,8568.627,0.459611,0.486963
2021-01-14 12:00:00,8490.865,0.51028,0.51041
2021-01-14 13:00:00,8447.057,0.459611,0.531433
2021-01-14 14:00:00,8464.074,0.32418,0.548477
2021-01-14 15:00:00,8561.955,0.150335,0.560425
2021-01-14 16:00:00,8741.938,0.010734,0.566742
2021-01-14 17:00:00,8966.958,0.0,0.567539
2021-01-14 18:00:00,9158.635,0.0,0.563553
2021-01-14 19:00:00,9231.467,0.0,0.556041
2021-01-14 20:00:00,9147.586,0.0,0.546609
2021-01-14 21:00:00,8943.782,0.0,0.536991
2021-01-14 22:00:00,8703.562,0.0,0.528816
2021-01-14 23:00:00,8501.507,0.0,0.523391
2021-01-15 00:00:00,7876.267,0.0,0.52165
2021-01-15 01:00:00,7722.727,0.0,0.523539
2021-01-15 02:00:00,7616.362,0.0,0.528765
2021-01-15 03:00:00,7607.999,0.0,0.536346
2021-01-15 04:00:00,7720.083,0.0,0.544875
2021-01-15 05:00:00,7930.084,0.0,0.552726
2021-01-15 06:00:00,8178.14,0.0,0.558277
2021-01-15 07:00:00,8394.364,0.0,0.560143
2021-01-15 08:00:00,8528.615,0.011064,0.557373
2021-01-15 09:00:00,8566.75,0.141123,0.54959
2021-01-15 10:00:00,8528.191,0.301766,0.537057
2021-01-15 11:00:00,8450.757,0.426635,0.520647
2021-01-15 12:00:00,8374.181,0.473313,0.501746
2021-01-15 13:00:00,8331.659,0.426635,0.48207
2021-01-15 14:00:00,8350.06,0.301766,0.46345
2021-01-15 15:00:00,8449.422,0.141123,0.447597
2021-01-15 16:00:00,8630.98,0.011064,0.435877
2021-01-15 17:00:00,8857.67,0.0,0.42914
2021-01-15 18:00:00,9051.109,0.0,0.427616
2021-01-15 19:00:00,9125.794,0.0,0.430888
2021-01-15 20:00:00,9043.856,0.0,0.437958
2021-01-15 21:00:00,8842.083,0.0,0.44739
2021-01-15 22:00:00,8603.979,0.0,0.457505
2021-01-15 23:00:00,8404.126,0.0,0.466611
2021-01-16 00:00:00,7344.763,0.0,0.473345
2021-01-16 01:00:00,7193.587,0.0,0.476442
2021-01-16 02:00:00,7089.665,0.0,0.475515
2021-01-16 03:00:00,7083.822,0.0,0.470698
2021-01-16 04:00:00,7198.5,0.0,0.462727
2021-01-16 05:00:00,7411.166,0.0,0.452836
2021-01-16 06:00:00,7661.958,0.0,0.442588
2021-01-16 07:00:00,7880.985,0.0,0.433654
2021-01-16 08:00:00,8018.105,0.010327,0.427578
2021-01-16 09:00:00,8059.171,0.120521,0.425565
2021-01-16 10:00:00,8023.604,0.255519,0.428301
2021-01-16 11:00:00,7949.219,0.360215,0.435856
2021-01-16 12:00:00,7875.749,0.399319,0.44766
2021-01-16 13:00:00,7836.384,0.360215,0.462571
2021-01-16 14:00:00,7857.993,0.255519,0.479015
2021-01-16 15:00:00,7960.609,0.120521,0.495188
2021-01-16 16:00:00,8145.466,0.010327,0.50929
2021-01-16 17:00:00,8375.496,0.0,0.519752
2021-01-16 18:00:00,8572.315,0.0,0.525443
2021-01-16 19:00:00,8650.416,0.0,0.525806
2021-01-16 20:00:00,8571.926,0.0,0.52093
2021-01-16 21:00:00,8373.631,0.0,0.511522
2021-01-16 22:00:00,8139.034,0.0,0.498811
2021-01-16 23:00:00,7942.71,0.0,0.48437
2021-01-17 00:00:00,7322.789,0.0,0.469983
2021-01-17 01:00:00,7175.183,0.0,0.457079
2021-01-17 02:00:00,7074.846,0.0,0.44701
2021-01-17 03:00:00,7072.6,0.0,0.440549
2021-01-17 04:00:00,7190.884,0.0,0.437866
2021-01-17 05:00:00,7407.163,0.0,0.438505
2021-01-17 06:00:00,7661.57,0.0,0.441455
2021-01-17 07:00:00,7884.213,0.0,0.445281
2021-01-17 08:00:00,8024.945,0.010163,0.44833
2021-01-17 09:00:00,8069.618,0.109005,0.448961
2021-01-17 10:00:00,8037.648,0.229109,0.445771
2021-01-17 11:00:00,7966.848,0.322039,0.437796
2021-01-17 12:00:00,7896.947,0.356717,0.424651
2021-01-17 13:00:00,7861.134,0.322039,0.406593
2021-01-17 14:00:00,7886.273,0.229109,0.384498
2021-01-17 15:00:00,7992.395,0.109005,0.359758
2021-01-17 16:00:00,8180.731,0.010163,0.3341
2021-01-17 17:00:00,8414.209,0.0,0.309373
2021-01-17 18:00:00,8614.444,0.0,0.287307
2021-01-17 19:00:00,8695.924,0.0,0.269295
2021-01-17 20:00:00,8620.775,0.0,0.25622
2021-01-17 21:00:00,8425.779,0.0,0.248343
2021-01-17 22:00:00,8194.436,0.0,0.245289
2021-01-17 23:00:00,8001.32,0.0,0.246101
2021-01-18 00:00:00,7820.446,0.0,0.249447
2021-01-18 01:00:00,7675.945,0.0,0.253576
2021-01-18 02:00:00,7578.657,0.0,0.256907
2021-01-18 03:00:00,7579.403,0.0,0.258019
2021-01-18 04:00:00,7700.619,0.0,0.255911
2021-01-18 05:00:00,7919.767,0.0,0.250142
2021-01-18 06:00:00,8176.977,0.0,0.240895
2021-01-18 07:00:00,8402.356,0.0,0.228956
2021-01-18 08:00:00,8545.754,0.011154,0.215607
2021-01-18 09:00:00,8593.02,0.110382,0.202454
2021-01-18 10:00:00,8563.57,0.229977,0.19121
2021-01-18 11:00:00,8495.213,0.322296,0.183459
2021-01-18 12:00:00,8427.676,0.356715,0.180437
2021-01-18 13:00:00,8394.147,0.322296,0.182861
2021-01-18 14:00:00,8421.487,0.229977,0.190826
2021-01-18 15:00:00,8529.725,0.110382,0.20378
2021-01-18 16:00:00,8720.093,0.011154,0.220594
2021-01-18 17:00:00,8955.514,0.0,0.239702
2021-01-18 18:00:00,9157.601,0.0,0.259302
2021-01-18 19:00:00,9240.843,0.0,0.277588
2021-01-18 20:00:00,9167.364,0.0,0.292982
2021-01-18 21:00:00,8973.944,0.0,0.304335
2021-01-18 22:00:00,8744.082,0.0,0.311068
2021-01-18 23:00:00,8552.349,0.0,0.313242
2021-01-19 00:00:00,7936.355,0.0,0.311566
2021-01-19 01:00:00,7793.041,0.0,0.307158
2021-01-19 02:00:00,7696.84,0.0,0.301585
2021-01-19 03:00:00,7698.573,0.0,0.296499
2021-01-19 04:00:00,7820.673,0.0,0.293444
2021-01-19 05:00:00,8040.604,0.0,0.293636
2021-01-19 06:00:00,8298.494,0.0,0.29779
2021-01-19 07:00:00,8524.449,0.0,0.306017
2021-01-19 08:00:00,8668.319,0.012092,0.317803
2021-01-19 09:00:00,8715.953,0.11084,0.332072
2021-01-19 10:00:00,8686.765,0.228894,0.347332
2021-01-19 11:00:00,8618.566,0.319806,0.36187
2021-01-19 12:00:00,8551.082,0.353668,0.373984
2021-01-19 13:00:00,8517.5,0.319806,0.382214
2021-01-19 14:00:00,8544.682,0.228894,0.385543
2021-01-19 15:00:00,8652.658,0.11084,0.383534
2021-01-19 16:00:00,8842.657,0.012092,0.376395
2021-01-19 17:00:00,9077.607,0.0,0.364961
2021-01-19 18:00:00,9279.118,0.0,0.350581
2021-01-19 19:00:00,9361.681,0.0,0.33495
2021-01-19 20:00:00,9287.419,0.0,0.319886
2021-01-19 21:00:00,9093.114,0.0,0.307095
2021-01-19 22:00:00,8862.265,0.0,0.297951
2021-01-19 23:00:00,8669.445,0.0,0.293323
2021-01-20 00:00:00,8052.006,0.0,0.293478
2021-01-20 01:00:00,7907.406,0.0,0.298012
2021-01-20 02:00:00,7809.821,0.0,0.305986
2021-01-20 03:00:00,7810.074,0.0,0.316013
2021-01-20 04:00:00,7930.598,0.0,0.326477
2021-01-20 05:00:00,8148.859,0.0,0.335752
2021-01-20 06:00:00,8404.987,0.0,0.342441
2021-01-20 07:00:00,8629.089,0.0,0.345567
2021-01-20 08:00:00,8771.016,0.012311,0.344718
2021-01-20 09:00:00,8816.619,0.104904,0.340109
2021-01-20 10:00:00,8785.314,0.214706,0.332557
2021-01-20 11:00:00,8714.914,0.299058,0.32338
2021-01-20 12:00:00,8645.146,0.330447,0.314221
2021-01-20 13:00:00,8609.2,0.299058,0.306828
2021-01-20 14:00:00,8633.939,0.214706,0.30282
2021-01-20 15:00:00,8739.396,0.104904,0.30347
2021-01-20 16:00:00,8926.802,0.012311,0.309528
2021-01-20 17:00:00,9159.085,0.0,0.321119
2021-01-20 18:00:00,9357.861,0.0,0.337722
2021-01-20 19:00:00,9437.62,0.0,0.358234
2021-01-20 20:00:00,9360.489,0.0,0.381109
2021-01-20 21:00:00,9163.253,0.0,0.404566
2021-01-20 22:00:00,8929.412,0.0,0.426812
2021-01-20 23:00:00,8733.543,0.0,0.446279
2021-01-21 00:00:00,8112.741,0.0,0.461811
2021-01-21 01:00:00,7964.983,0.0,0.472854
2021-01-21 02:00:00,7864.192,0.0,0.479449
2021-01-21 03:00:00,7861.19,0.0,0.482262
2021-01-21 04:00:00,7978.415,0.0,0.482466
2021-01-21 05:00:00,8193.336,0.0,0.481573
2021-01-21 06:00:00,8446.084,0.0,0.481211
2021-01-21 07:00:00,8666.77,0.0,0.482893
2021-01-21 08:00:00,8805.249,0.013473,0.487803
2021-01-21 09:00:00,8847.373,0.107072,0.49662
2021-01-21 10:00:00,8812.563,0.217179,0.509414
2021-01-21 11:00:00,8738.632,0.301557,0.525628
2021-01-21 12:00:00,8665.313,0.332927,0.544142
2021-01-21 13:00:00,8625.797,0.301557,0.563416
2021-01-21 14:00:00,8646.951,0.217179,0.58169
2021-01-21 15:00:00,8748.811,0.107072,0.597213
2021-01-21 16:00:00,8932.61,0.013473,0.608477
2021-01-21 17:00:00,9161.281,0.0,0.614418
2021-01-21 18:00:00,9356.441,0.0,0.614552
2021-01-21 19:00:00,9432.585,0.0,0.609045
2021-01-21 20:00:00,9351.842,0.0,0.598688
2021-01-21 21:00:00,9150.999,0.0,0.584794
2021-01-21 22:00:00,8913.561,0.0,0.569022
2021-01-21 23:00:00,8714.107,0.0,0.55316
2021-01-22 00:00:00,8089.478,0.0,0.538853
2021-01-22 01:00:00,7938.169,0.0,0.527526
2021-01-22 02:00:00,7833.848,0.0,0.519996
2021-01-22 03:00:00,7827.339,0.0,0.51651
2021-01-22 04:00:00,7941.086,0.0,0.516683
